,mu11,mu21,mu22,mu31,mu41,mu42,sigma11,sigma12,sigma13,sigma14,sigma21,sigma22,sigma23,sigma24,sigma31,sigma32,sigma33,sigma34,sigma41,sigma42,sigma43,sigma44,time,loss
171,0.71616711,1.76586042,1.39160765,0.60319731,2.21706662,3.77131894,0.27198886,0.1455627,0.11957679,0.03057199,0.49072094,0.46010683,0.09741625,0.316963,0.0197383,0.28574539,0.43356743,0.44202236,0.67079727,0.4276147,0.51300666,0.26327967,76512.0,1676.3043359882397
172,0.77785606,1.69859839,1.66959018,0.74097159,1.6437164,1.02763494,0.31477655,0.06509744,0.16012209,0.09023244,0.41999417,0.38560466,0.26053938,0.60189586,0.01553195,0.22851584,0.15536441,0.07076927,0.47580045,0.47453934,0.41135009,0.5196909,38650.0,1678.2985268991304
173,0.62056,1.75341735,1.51318389,0.47442995,1.17059562,1.14641144,0.31397144,0.08573631,0.02511549,0.08625068,0.39647762,0.73292727,0.08432985,0.53315745,0.26663397,0.40210085,0.24516512,0.28489047,0.33891814,0.31947265,0.58292636,0.48671514,39161.0,1842.0970283168444
174,0.97380448,1.42383057,1.622099,0.98905192,1.70629545,1.4557681,0.41594922,0.06843106,0.30471321,0.0394104,0.48069779,0.45012674,0.66146253,0.57989064,0.12231771,0.25454393,0.09468217,0.19867769,0.25377081,0.26738774,0.33635999,0.19502413,59115.0,1726.4734826846789
175,0.72679297,2.16958366,1.95607385,0.31602853,1.2673461,1.48757752,0.33841892,0.07350792,0.17616153,0.07658314,0.76840824,0.48191476,0.44815057,0.21919506,0.41988165,0.49714201,0.22985424,0.44769728,0.24306986,0.26817658,0.34572362,0.49973824,78302.0,1980.698734706962
176,0.54298197,1.99106312,3.20454341,0.59454204,1.27488217,3.20887986,0.38009918,0.2907363,0.43085687,0.16239395,0.13632264,0.07831438,0.17664488,0.33457167,0.48355598,0.52202759,0.27946893,0.41087391,0.34197503,0.33404801,0.65215619,0.26792076,54011.0,1752.7350256420332
177,0.76111212,1.48948808,1.04838105,0.68967453,2.02713824,1.5905199,0.23322311,0.01707656,0.23252251,0.09599753,0.68461948,0.77197683,0.74324381,0.40741386,0.18767937,0.25059709,0.02977805,0.06950663,0.40784273,0.62939222,0.31609848,0.11095014,37992.0,1740.0152610715356
178,0.50795266,1.41676808,1.56056451,0.72192775,1.61267514,1.66183578,0.23596749,0.02094026,0.17387141,0.29082474,0.29147255,0.28558087,0.50658723,0.47679042,0.1129539,0.37194854,0.10564769,0.12261082,0.60078494,0.58846877,0.28163259,0.398903,63515.0,1631.7962793334966
179,0.64647291,2.09253657,1.66082092,0.58862681,1.58509503,1.20443693,0.19587805,0.009274,0.25506691,0.16398105,0.44111427,0.43711641,0.25908258,0.18830409,0.15400237,0.31759011,0.02539886,0.16944481,0.44411195,0.49507472,0.47742621,0.44726833,44066.0,1655.331096535003
180,0.71505801,1.85060799,1.3732768,0.58632788,2.00191938,1.41427503,0.24130225,0.08268752,0.05971907,0.11407668,0.47170183,0.31620454,0.08353947,0.14350844,0.03307122,0.21637544,0.02738079,0.15568785,0.43935506,0.5452593,0.43797259,0.29175159,35190.0,1576.5788319588166
181,0.41038421,1.66172843,2.00254189,0.47998054,1.21946841,1.87185619,0.25718521,0.21118493,0.03177192,0.3512205,0.22157552,0.28396027,0.36232663,0.27714038,0.30828683,0.25897821,0.42443417,0.31840781,0.32828982,0.93538778,0.40639664,0.23743121,43761.0,1850.0287933938848
182,0.89051844,2.17052186,1.78604438,0.70414618,2.0271088,1.90704857,0.2269489,0.05058319,0.07012461,0.08227458,0.50770749,0.52238206,0.81348963,0.49307804,0.0237998,0.16009481,0.3244104,0.11888565,0.31103351,0.34142624,0.32975266,0.15606737,32325.0,1581.9236356535953
183,0.83712762,1.82186334,1.38121351,0.82333625,1.63079668,1.32299784,0.31550024,0.04759685,0.08741977,0.06626129,0.07976459,0.71614851,0.41222588,0.58434797,0.03829536,0.23099309,0.14529069,0.24757397,0.15968402,0.42530155,0.35727428,0.63186702,25246.0,1684.9487922855726
184,0.78329892,1.88228793,1.81948702,0.75366926,1.88271024,2.61181873,0.26806748,0.07254871,0.0308641,0.140282,0.61029398,0.20532008,0.45393173,0.21662431,0.38958724,0.40710156,0.2675244,0.4037861,0.43861758,0.35515057,0.661504,0.33692729,19342.0,1944.693055520224
185,0.83393946,1.56265888,0.86218323,0.55019673,1.5187893,1.25868439,0.23798407,0.06786242,0.09233321,0.01866752,0.11972023,0.25565764,0.24303619,0.09646582,0.10657826,0.24227085,0.22555429,0.23283607,0.11963894,0.38130885,0.28922818,0.31486042,14655.0,1583.1694332260306
186,0.90761251,2.64851806,1.94992274,0.45363116,2.06501359,1.63468391,0.29252334,0.03936498,0.08615496,0.05175747,0.32796337,0.08781266,0.16260669,0.7338137,0.07507961,0.27591368,0.14266181,0.01359082,0.24088021,0.2695216,0.43640937,0.51002851,40302.0,1610.9163665489614
187,0.67226931,1.7037926,1.14510068,0.46902433,1.14675554,1.2498349,0.2334077,0.03094897,0.20561817,0.05412466,0.23603948,0.55428271,0.61382313,0.58510099,0.1949154,0.39719007,0.05690247,0.41030535,0.32168625,0.68614634,0.42160164,0.60831858,13909.0,1802.9851651488264
188,0.34416615,1.47649467,1.69917148,0.7187755,0.61803402,1.00003561,0.26554673,0.03574063,0.30531263,0.18491839,0.54012221,0.23183781,0.44754488,0.20001826,0.41293354,0.45226245,0.14973972,0.49410876,0.31584269,0.39193859,0.42648571,0.37891141,26422.0,1893.180007716609
189,0.54030793,2.07031429,1.67026219,0.81562043,1.65201323,1.29512385,0.27986966,0.09208567,0.02700269,0.09763535,0.07871438,0.14072355,0.45556307,0.31906649,0.05810069,0.26013638,0.20789818,0.11847967,0.40777747,0.41314473,0.12757699,0.26366578,25541.0,1565.1994774147508
190,0.61078557,2.03282902,1.75327511,0.61485451,1.30426798,1.5344996,0.14149367,0.2731461,0.0511667,0.17605438,0.16577901,0.35048559,0.25440335,0.62921474,0.35522751,0.0886346,0.43204854,0.10447301,0.64974255,0.47863358,0.46737463,0.17354182,23075.0,1726.149035179157
191,0.83029324,2.47032954,2.44325229,0.51731862,0.23434329,0.63588976,0.05251805,0.06372566,0.22517304,0.06260245,0.74117103,0.51165026,0.77402332,1.26303748,0.49583366,0.21812087,0.1862765,0.46202178,0.53937583,0.21922592,0.16905906,0.17525487,48509.0,1753.3512481750304
192,0.49840742,1.73142418,1.62840298,0.80001944,1.67648453,1.34868966,0.34200565,0.11636759,0.21634343,0.0502581,0.28170263,0.21520759,0.33468715,0.14019635,0.02709591,0.24537541,0.06140959,0.18492071,0.6297639,0.15751575,0.18740468,0.47330342,25696.0,1595.4576241543705
193,0.75979486,1.63432601,0.8978829,0.67868556,1.92229904,1.20249922,0.269132,0.04431421,0.06873513,0.1059347,0.42301576,0.46562555,0.69231207,0.6263632,0.03590607,0.19878833,0.11762216,0.09461803,0.19283556,0.24156686,0.37110609,0.30534983,25287.0,1672.5729090914506
194,0.73385264,1.42856468,1.0436681,0.76576939,1.21713285,1.22853539,0.22323616,0.05092628,0.19535714,0.0643919,0.1466633,0.40240658,0.33303006,0.4148231,0.12035962,0.26848438,0.2403479,0.2723172,0.80513451,0.26448634,0.54933059,0.53395186,40923.0,1784.7591680952062
195,0.70746591,1.6107899,1.37868264,0.82489016,1.58821978,1.42287428,0.27801643,0.10667866,0.10630553,0.05382771,0.61374207,0.36549733,0.13200792,0.30263468,0.03745708,0.22107626,0.15819099,0.26088992,0.16304276,0.38968515,0.56457375,0.64459571,24178.0,1652.557994557289
196,0.61298428,1.73199585,1.55138087,0.57790241,1.26195562,1.78788524,0.23415561,0.26995531,0.1010688,0.05027069,0.09071198,0.21249353,0.15056282,0.38808141,0.08649568,0.02344763,0.4600385,0.19501955,0.78826022,0.24743068,0.57499457,0.1218517,38769.0,1595.1430844784904
197,0.72787171,1.67322283,1.39712031,0.73958105,1.52145976,1.29579868,0.28740893,0.02823594,0.04851445,0.25690758,0.26370504,0.21635845,0.19407517,0.41357534,0.20662838,0.26811787,0.15942972,0.06000461,0.402433,0.46531563,0.41888964,0.43050993,26755.0,1671.5919704187138
198,0.98306584,2.28346113,1.28192546,0.9937278,1.58523149,1.09440779,0.24672736,0.11956135,0.07131543,0.0776001,0.10908736,0.22037147,0.50795915,0.40603547,0.08060823,0.34434177,0.11722335,0.07440796,0.11482978,0.48159595,0.39225324,0.28049319,26931.0,1735.753416158408
199,0.68975044,1.69937453,1.48798718,0.75673819,1.60096943,1.60179746,0.31267259,0.13132141,0.1191916,0.02987763,0.49468691,0.40428683,0.45444567,0.09561022,0.0913083,0.42067743,0.20600134,0.1930318,0.16562873,0.63749537,0.42953629,1.51811423,25656.0,1906.723337931576
200,0.46646466,1.28769256,1.29374972,0.77656106,1.05612348,0.8317254,0.22312305,0.0580932,0.20115041,0.1011674,0.77495678,0.69102161,0.28916086,0.69077228,0.19112216,0.42461715,0.00818918,0.30763043,0.81670966,0.43999724,0.66450262,0.51534195,26407.0,1915.3742502543105
201,0.74876112,1.48735946,1.33632438,0.63495258,1.618034,1.38942778,0.34377021,0.1456984,0.220287,0.02536056,0.34925837,0.32870458,0.28106595,0.7078233,0.09927408,0.21060398,0.06391234,0.32327402,0.38447841,0.30935418,0.27728255,0.17538236,28591.0,1678.3104412052585
202,0.58824316,1.41513165,1.612391,0.44934493,1.61591048,2.29635017,0.37554769,0.06737052,0.18196525,0.05562389,0.36652082,0.17137162,0.1848459,0.15355592,0.14593687,0.34906035,0.09894067,0.43566914,0.66393635,0.39573822,0.48640962,0.11611187,41951.0,1627.7527775327474
203,0.69351323,1.99263773,1.94276184,0.72991775,1.90429612,1.56905342,0.31750845,0.10444593,0.03711424,0.10217385,0.27416917,0.4945993,0.5164656,0.69215833,0.01196892,0.27654097,0.13867091,0.18322296,0.22126398,0.1759895,0.14595474,0.17955401,17942.0,1560.8996283489475
204,0.68983853,2.0449232,1.2464224,0.50203111,1.63503598,0.93883491,0.22501679,0.061147,0.08658028,0.03574266,0.72905459,0.33139051,0.43531346,0.5222945,0.05982297,0.16590836,0.20500487,0.208592,0.29232268,0.15400065,0.21628068,0.21102133,28916.0,1639.3061825059965
205,0.50134183,2.24472212,2.47304666,0.72207429,1.5590459,1.61562185,0.28593003,0.06665082,0.13604272,0.21403267,0.24770102,0.31449777,0.54121453,0.72209598,0.1059455,0.35082935,0.28727382,0.04120499,0.21315915,0.18214909,0.19567165,0.13086842,21226.0,1584.4776531124105
206,0.98469694,0.65883968,1.78027181,0.25071337,0.03788228,1.26918102,0.35221805,0.39719544,0.29140286,0.0327889,0.51773351,0.57291999,0.82775907,0.5594041,0.41450779,0.51769541,0.44662789,0.60516883,0.40684521,0.22799478,0.47528985,0.37914924,42459.0,1947.113703675768
207,0.79446837,2.11772192,1.41185976,0.47610028,1.78222144,1.29246327,0.25406098,0.02389431,0.12120182,0.0234515,0.34362434,0.39865246,0.50160759,0.47867189,0.02355073,0.21928925,0.05546919,0.11377252,0.24172882,0.28956316,0.53784906,0.74613748,38820.0,1595.7547147480684
208,0.53185512,2.00006611,1.82770246,1.4889712,1.82375251,1.48428196,0.2615736,0.03649869,0.2397306,0.21276847,0.68132745,0.39745564,0.23521914,0.15075158,0.07256157,0.26610945,0.15433118,0.12100131,0.29697238,0.814428,1.02496566,0.64098919,17226.0,1774.9063750956373
209,0.77018234,2.17092511,2.12725679,0.8514867,1.59158414,1.18733399,0.20450163,0.15628855,0.23991819,0.07295502,0.75744816,0.78549453,0.60092313,0.6514202,0.22116948,0.05433085,0.17179741,0.28702427,0.14576383,0.11073735,0.46218988,0.30563589,12107.0,1813.0219033481328
210,0.38926188,1.61710463,1.44364525,0.61722717,2.00447409,2.05524729,0.31569532,0.06028907,0.21741502,0.07519046,0.32339718,0.09382085,0.25956896,0.55463859,0.05963544,0.27688601,0.05577472,0.27923534,0.24494271,0.62491038,0.24319864,0.4067965,40306.0,1586.100899378046
211,0.80958364,1.62507539,1.05379612,0.572275,0.63264522,3.00299238,0.06567167,0.24214731,0.08308425,0.15108778,0.380617,0.2229108,0.26526202,0.48665009,0.29652219,0.50277335,0.31050634,0.4409073,0.20649681,0.45348536,0.89928079,0.68701584,38672.0,1743.825940897087
212,1.82329012,1.863577,1.3528619,0.81108533,0.39494373,2.65891481,0.08865918,0.04498253,0.12278359,0.19163717,0.63777444,0.48007852,0.16031479,0.28992244,0.48783971,0.61538723,0.56093916,0.10722751,0.19697456,0.62249548,0.54174055,0.45019184,39934.0,1815.410894179018
213,0.50534862,1.46200479,1.11659294,0.82081689,1.82995345,1.28957994,0.25343144,0.1052044,0.02636029,0.15314036,0.44608377,0.50479624,0.22504314,0.52042233,0.07969897,0.19559826,0.24632781,0.26872605,0.13225623,0.41606249,0.33375499,0.27422027,13480.0,1738.0178594343793
214,0.58241463,1.54823202,2.09071534,0.92266768,1.62302514,2.225462,0.43105971,0.06640669,0.16379663,0.12365428,0.43187928,0.22239964,0.47956489,0.56872842,0.44042837,0.29900473,0.32417431,0.29077234,0.34786213,0.31758978,0.22003513,0.12565984,39922.0,1897.8339007466925
215,0.75628281,1.59034108,0.94308288,1.08370004,1.77011802,1.13489669,0.24181572,0.10499932,0.01644329,0.09898026,0.26015121,0.33234073,0.21442417,0.38572115,0.00863355,0.18728124,0.09792814,0.13940817,0.72617412,0.41140146,0.11421292,0.52011382,23319.0,1652.8471702722088
216,0.76005013,1.76163107,1.55530568,0.92333957,1.81906307,1.21432429,0.30182137,0.11517682,0.04912493,0.06385645,0.43644789,0.46424016,0.40240795,0.72288851,0.08405468,0.20718939,0.24236342,0.15173583,0.15050815,0.25968827,0.7808282,0.17582426,76105.0,1735.324342892853
217,0.65982727,1.68236997,1.35282145,0.6408589,1.70846869,1.24785221,0.21896794,0.02873727,0.16478624,0.04265783,0.70822127,0.268414,0.25663462,0.10891728,0.0273464,0.23266534,0.08634646,0.23023381,0.72085296,0.47301586,0.3759235,0.24701343,74781.0,1626.9792325182764
218,0.77743664,1.91356083,1.49247271,0.84203257,1.55839258,0.84971293,0.26865892,0.02908478,0.08017643,0.07319764,0.69077367,0.12603355,0.5129646,0.21607215,0.0519093,0.23388369,0.17399007,0.17311174,0.47489515,0.43399642,0.48154605,0.29401582,75869.0,1679.0195461064998
219,0.85791519,1.57767005,1.35699434,0.58789798,1.17086746,2.41071064,0.18401707,0.02239137,0.27811618,0.14933903,0.20586298,0.44957094,0.35448993,0.22325726,0.54300996,0.46473285,0.04279348,0.36769925,0.52968662,0.25319285,0.63509328,0.55678215,3753.0,1785.7056074633845
220,0.46285703,1.19985675,3.18068563,0.14516505,0.27626738,2.25019094,0.34774201,0.34801519,0.28898947,0.12422364,0.5881378,0.76783546,0.28892637,0.66923838,0.11309903,0.50167551,0.2554813,0.52041195,0.18583505,0.37432675,0.48547004,0.67583251,10045.0,1728.3852766792884
221,0.32052071,1.66863716,2.01670911,0.79606752,2.14326717,2.68150926,0.41267995,0.11109594,0.04033375,0.11433868,0.29797466,0.16319221,0.39932108,0.45475154,0.10081275,0.22599526,0.26735245,0.2985467,0.712362,0.52497528,0.24147664,0.4794672,16427.0,1653.8335733281272
222,0.79163769,1.73796424,1.50692232,0.98858812,0.54944242,4.38712744,0.29798991,0.22366693,0.04550894,0.05572869,0.43459237,0.43412764,0.6255896,0.70719685,0.40329124,0.49860486,0.45734436,0.72354204,0.55014593,0.27113473,0.69978557,0.38464167,2780.0,1771.9596964802731
223,0.77371918,1.42825501,1.21766899,0.73332696,1.1777413,1.22067978,0.26204097,0.0311118,0.05333514,0.21806716,0.27066112,0.50659225,0.48352395,0.43786588,0.21731272,0.4161485,0.18315741,0.16760203,0.26644983,0.14989458,0.13176358,0.7542861,77003.0,1755.7461018622298
224,0.6793504,1.58158259,0.98757524,0.87444876,1.91103464,1.10013347,0.25369306,0.10463025,0.07879323,0.05816013,0.51067034,0.49377943,0.11192416,0.18374713,0.04080475,0.22465357,0.14096196,0.06822849,0.18947971,0.46308414,0.5680087,0.57074814,76042.0,1676.666739022139
225,0.64078312,1.46834282,1.588007,0.56957283,1.76157792,1.50872647,0.36467891,0.07715743,0.10953871,0.28460773,0.43719963,0.43743548,0.03732628,0.49459001,0.20191145,0.39138393,0.16066575,0.06921092,0.11637108,0.36019788,0.0762627,0.12167394,74916.0,1696.6591106130072
226,0.39783001,1.46648861,0.8887171,0.59573601,0.91708646,2.00555906,0.27900012,0.11505586,0.05841449,0.10349699,0.09422826,0.39194417,0.40140334,0.17906589,0.5423884,0.58114623,0.38251106,0.25536445,0.37792351,0.23148419,0.11969467,0.454575,77533.0,1827.649559200939
227,0.95763679,2.55054253,2.11982289,0.5529971,1.90710273,1.78288788,0.26708413,0.01294116,0.07302817,0.03230545,0.24532722,0.28179297,0.44898987,0.41699429,0.02993268,0.31112365,0.06647131,0.09216537,0.46356416,0.48749013,0.46926667,0.81905848,3777.0,1556.6660608305028
228,0.92535192,2.07189368,1.36570476,0.82632022,1.92001181,1.99999997,0.25692201,0.09817962,0.10068088,0.02172781,0.5372914,0.21647046,0.31577612,0.40502009,0.03524208,0.26326906,0.11737251,0.32011406,0.51861958,0.41002524,0.55991318,0.48309379,75569.0,1635.1535072748272
229,0.32257513,2.24056979,2.19892618,0.6765541,1.66261997,1.30585789,0.30257598,0.11510217,0.19794468,0.12151129,0.19945991,0.33208317,0.35141768,0.26283641,0.01414929,0.26098034,0.1388111,0.03504198,0.68991729,0.80383025,0.27804647,0.80792858,3520.0,1688.5432552152868
230,0.78690353,1.95251539,1.21760677,0.70210032,1.91436108,1.86476408,0.23298085,0.04376498,0.10913833,0.09799358,0.51372004,0.22176876,0.09703451,0.52185974,0.03506949,0.23240304,0.12107809,0.10642307,0.40512692,0.56014255,0.56756368,0.41273851,75753.0,1608.724737424022
231,0.37746964,1.51035918,2.14971355,0.81408876,1.80407719,1.31090343,0.23047106,0.08393223,0.36635481,0.02586219,0.56566882,0.64306749,0.74202813,0.2870962,0.10150649,0.2540482,0.05863528,0.11715933,0.24038518,0.3949755,0.16475219,0.43352883,10406.0,1623.6500294958785
232,0.9533175,1.91796068,0.94402523,0.64986929,1.37067451,1.03118802,0.24994889,0.03155229,0.04171994,0.00539944,0.37953765,0.42458598,0.53208487,0.42158663,0.04879449,0.20626169,0.18938919,0.08307862,0.59806598,0.57805749,0.38970589,0.44391033,74490.0,1670.1400669114903
233,0.72192972,1.98347655,1.81243004,0.30167917,0.73376889,1.18032184,0.29963757,0.02762285,0.23276361,0.03830464,0.26790718,0.12803077,0.44033442,0.6615484,0.04183197,0.47010921,0.09234963,0.4210573,0.44231717,0.49134374,0.11964874,0.430226,77692.0,1680.9124106680536
234,0.45288877,1.61377424,1.18896345,0.55691195,1.8207834,1.55463311,0.24517244,0.05760973,0.00943125,0.18301467,0.44918614,0.23928606,0.29355283,0.81300765,0.05465749,0.21451507,0.089216,0.14125852,0.47763548,0.19791734,0.31933839,0.17598584,76505.0,1666.9588559672222
235,0.48720033,1.8539851,2.20822664,0.68810616,0.80243889,0.88907763,0.30443739,0.14803371,0.17075169,0.16679904,0.61617395,0.22686285,0.25093461,0.50244859,0.02696301,0.39674355,0.1138916,0.42632944,0.34203368,0.53376892,0.17460566,0.49377324,1848.0,1759.3087245695606
236,0.74361305,1.59876958,1.28764338,0.86899443,0.8211254,1.67885448,0.25774138,0.15593391,0.23644118,0.26693475,0.1654811,0.77498646,0.47251802,0.16051565,0.37320575,0.49661162,0.45089358,0.26489586,0.41321969,0.21265033,0.54488121,0.15326201,4049.0,1960.8882478128692
237,0.74584944,2.00352068,1.6241066,0.99095293,2.18500365,1.65839977,0.2074351,0.05315369,0.0113647,0.16220972,0.37607343,0.38632422,0.23849211,0.42011476,0.0434013,0.22897639,0.18422693,0.09808046,0.46629757,0.73109962,0.72714421,0.47779787,76317.0,1579.4240753852778
238,0.8447197,1.67158772,1.02604156,0.73926063,2.00749459,1.15158488,0.2518165,0.05453696,0.08455734,0.13792038,0.36963127,0.08864165,0.42674986,0.4989535,0.04005834,0.21088657,0.1075274,0.04644952,0.23961121,0.49342014,0.33770687,0.51737171,77675.0,1589.928408714448
239,0.87738424,1.28452718,2.33093877,0.76310108,0.63853929,3.59638521,0.39769804,0.4007102,0.32712091,0.11375935,0.12857201,0.1180525,0.27431466,0.09626397,0.43183489,0.40401622,0.43724922,0.62225861,0.47981591,0.40952776,0.34642635,0.44514187,10445.0,1698.0432026337537
240,0.6490072,2.07011623,1.66472594,0.83359639,1.94072557,1.36716708,0.21891042,0.03581524,0.10897785,0.1865763,0.33173457,0.16068898,0.30715585,0.60924975,0.01918405,0.20735239,0.15926168,0.04630201,0.52920388,0.15112172,0.27030436,0.56194999,2631.0,1571.4600128070851
241,0.8200696,1.75027013,1.32168544,0.76393385,1.5596568,1.40489459,0.27912168,0.02640061,0.17584356,0.15806767,0.39501682,0.26635548,0.45862663,0.72250414,0.19514813,0.34871356,0.04499035,0.19225509,0.20601108,0.74080207,0.12513232,0.48106166,76829.0,1758.9457315957372
242,0.80464981,2.20171152,1.68750552,0.837184,0.96134369,2.91494875,0.17478218,0.02940714,0.1516327,0.01727794,0.52552853,0.46064791,0.41687508,0.2923407,0.46920884,0.74322366,0.15194727,0.06747867,0.58658886,0.26345941,0.20765413,0.30524463,4772.0,1684.7761560041183
243,0.58411002,1.37241306,1.49916551,0.98736302,1.68913502,1.75920158,0.21692346,0.38678129,0.20262289,0.06695559,0.22537062,0.22162185,0.51448451,0.14708532,0.19386033,0.39748179,0.3565999,0.25282328,0.46301444,0.38811578,0.31337708,0.19295962,75301.0,1988.9477394308133
244,0.74235093,1.60145559,1.30621135,0.74070124,1.68129624,1.8019612,0.27738815,0.04754928,0.18404566,0.06638269,0.39619098,0.44272341,0.38243087,0.42332868,0.0456928,0.27991523,0.19490173,0.06532953,0.59286385,0.8035108,0.51790385,0.41039611,76396.0,1677.3992459881708
245,0.62231192,1.95918743,1.39081621,0.59292481,1.48516521,1.11240264,0.25955746,0.02764061,0.04865831,0.09186686,0.37924552,0.42528357,0.2901131,0.19961995,0.02654838,0.20507781,0.22500817,0.01514945,0.17297616,0.40019817,0.59520343,0.7935871,76375.0,1599.0925722992963
246,0.51336852,1.99593846,1.41714417,0.73344628,1.61330239,1.52735762,0.26637544,0.02943968,0.11292925,0.13695591,0.27798274,0.16135564,0.36207494,0.47639257,0.0585167,0.26992408,0.18960045,0.06313278,0.13830366,0.78151647,0.44702682,0.43394564,79184.0,1615.4524846726415
247,1.57675134,1.87991695,0.90788059,0.45613289,1.96456551,1.91604055,0.20392888,0.04185977,0.0934682,0.05216574,0.40926557,0.45387226,0.26393833,0.57165344,0.13843377,0.27038556,0.02223908,0.1182579,0.40178936,0.26035444,0.10091351,0.06844688,76798.0,1663.1721253758
248,1.12774508,1.63536763,1.85203447,0.27789127,0.26282535,0.90001354,0.43902711,0.09100307,0.20005503,0.16501558,0.3462254,0.45266061,0.77502136,0.54828748,0.33497291,0.42154998,0.41024643,0.26373219,0.24453917,0.38931081,0.45037319,0.78996906,75211.0,1940.1563571875636
249,0.24915212,1.93842563,2.59126263,0.66432952,1.70046748,1.46653907,0.37166929,0.09704173,0.12847434,0.05703131,0.16438134,0.57893116,0.43832553,0.30831138,0.04008423,0.1459336,0.1658698,0.24751157,0.44034251,0.41994585,0.52582632,0.28073666,3731.0,1580.2491545108778
250,0.92667369,1.7857367,1.19342157,0.75865464,1.78576077,1.23986635,0.25294637,0.02608596,0.08938775,0.02750239,0.37015925,0.46528691,0.51639145,0.06780281,0.03321552,0.21524656,0.08528944,0.13803039,0.70997361,0.5809616,0.3105505,0.25160663,74700.0,1581.27172535676
251,0.64652896,1.74179233,1.20589326,0.94546662,2.14194379,1.48240499,0.26520672,0.09181629,0.11068723,0.2047471,0.45518754,0.06615775,0.35239432,0.07128764,0.02674659,0.23959261,0.1613729,0.07112345,0.37322548,0.64076005,0.52893436,0.43461261,75230.0,1651.995525007951
252,1.05083356,1.75042495,1.28835503,0.61005662,0.55629078,1.27899289,0.05334148,0.28410239,0.08418229,0.10422532,0.43911172,0.80632433,0.48622472,0.5416315,0.45840827,0.06836045,0.08999548,0.43141413,0.47423922,0.19047236,0.32008839,0.6106878,4473.0,1729.705754079825
253,0.85270738,1.68246182,2.58853045,0.72843684,1.81478901,1.56968233,0.41691053,0.03335522,0.41259143,0.08236415,0.15749269,0.19087966,0.47655448,0.49225169,0.05256731,0.18421598,0.10414311,0.20432767,0.16253158,0.22263621,0.10123582,0.28461136,3245.0,1594.015054499654
254,0.47210584,2.00007738,2.10128803,0.60550741,1.73550548,1.59610802,0.34711015,0.10674087,0.09900616,0.0470136,0.23200536,0.12313811,0.3007955,0.30577989,0.0192067,0.26915745,0.23353186,0.24888102,0.49441692,0.75659378,0.39947922,0.72667057,76131.0,1646.0841295062148
255,0.73390539,1.58983519,1.33872433,0.51173795,1.37880119,1.59837048,0.29837679,0.09162388,0.08025387,0.13533872,0.26099304,0.19191301,0.21748477,0.3944258,0.0415534,0.4509297,0.10613959,0.10530944,0.20731303,0.28357953,0.4872811,0.24413669,3535.0,1567.0520233695242
256,0.33110454,1.33158587,4.47706352,0.477602,-1.29493018,17.90246123,0.18700142,0.36089693,0.57349334,0.45102833,0.24306196,0.19657904,0.56356479,0.39579274,0.96509222,0.12702641,0.37659035,0.58459407,0.93874427,0.68608128,0.51733794,0.52497613,43451.0,1634.1020874377775
